level,xp,badges,quiz_score,code_challenge_score,study_time,interest_visual,interest_backend,interest_math,interest_web,interest_data,interest_cloud,interest_mobile,interest_security,frontend_perf,backend_perf,data_perf,algo_perf,career_path
25,2694,10,0.86,0.73,551,5,5,5,3,3,3,1,1,0.41,0.77,0.78,0.65,backend
19,1881,7,0.71,0.89,443,4,4,4,3,5,2,1,1,0.58,0.63,0.92,0.8,data
22,2224,6,0.63,0.5,517,3,3,3,4,5,1,5,5,0.49,0.73,0.44,0.82,security
11,1051,5,0.6,0.82,238,5,2,4,5,4,3,4,2,0.85,0.56,0.64,0.61,frontend
12,1307,5,0.58,0.73,338,1,4,2,3,4,4,1,4,0.68,0.89,0.61,0.56,backend
3,373,0,0.91,0.73,72,3,5,5,5,3,4,1,1,0.42,0.78,0.79,0.51,backend
13,1295,6,0.66,0.61,304,5,3,4,3,2,2,5,5,0.61,0.8,0.59,0.75,security
9,1045,4,0.67,0.58,207,3,4,4,4,5,5,3,1,0.77,0.78,0.51,0.77,fullstack
7,814,4,0.82,0.68,135,5,3,3,1,3,5,5,4,0.47,0.63,0.46,0.84,security
10,995,2,0.6,0.77,265,5,4,5,4,4,5,5,3,0.85,0.6,0.69,0.54,mobile
6,698,4,0.93,0.86,121,4,5,2,4,3,1,2,5,0.8,0.79,0.68,0.61,fullstack
5,492,1,0.67,0.49,77,4,3,3,4,3,4,4,4,0.6,0.74,0.69,0.71,cloud
8,820,4,0.58,0.53,182,4,2,1,4,1,3,4,3,0.95,0.53,0.7,0.74,mobile
2,358,1,0.58,0.79,14,4,4,3,1,3,3,5,4,0.6,0.65,0.63,0.72,security
7,891,3,0.78,0.57,110,3,4,1,2,4,5,5,3,0.69,0.76,0.7,0.62,cloud
12,1239,4,0.83,0.54,325,3,3,2,5,2,4,3,4,0.45,0.82,0.69,0.76,cloud
13,1280,6,0.71,0.56,223,4,5,1,1,3,4,5,5,0.54,0.82,0.77,0.5,backend
6,657,1,0.68,0.7,112,4,1,2,4,3,2,4,2,0.83,0.45,0.52,0.67,mobile
7,796,1,0.8,0.61,178,4,3,4,2,1,4,1,3,0.55,0.67,0.61,0.67,cloud
12,1219,5,0.92,0.78,215,4,5,5,5,3,4,4,1,0.83,0.56,0.48,0.51,frontend
18,1938,8,0.75,0.8,438,4,4,4,3,3,3,3,5,0.59,0.79,0.75,0.6,backend
1,216,1,0.76,0.89,52,5,5,1,3,3,2,4,1,0.85,0.52,0.5,0.77,mobile
2,232,0,0.67,0.65,7,5,4,2,2,3,3,1,2,0.54,0.84,0.74,0.76,backend
8,752,3,0.6,0.63,124,3,4,1,4,4,3,5,5,0.57,0.85,0.64,0.74,backend
3,462,2,0.55,0.61,38,4,3,5,5,5,5,2,5,0.91,0.41,0.54,0.74,frontend
14,1416,3,0.81,0.57,355,3,3,3,3,2,5,4,4,0.49,0.71,0.7,0.57,cloud
5,641,2,0.72,0.74,159,4,1,4,3,4,2,5,2,0.82,0.57,0.54,0.71,mobile
11,1136,2,0.87,0.55,303,4,4,5,1,1,4,3,4,0.51,0.85,0.69,0.57,cloud
19,1918,8,0.86,0.88,393,3,3,5,1,4,1,2,2,0.56,0.61,0.85,0.75,data
25,2475,8,0.58,0.89,460,5,4,1,1,4,4,2,5,0.56,0.76,0.6,0.67,backend
10,1125,5,0.83,0.69,230,5,3,4,5,3,3,2,2,0.81,0.44,0.57,0.64,frontend
15,1469,7,0.82,0.48,341,3,3,4,1,5,4,2,2,0.59,0.62,0.95,0.89,data
23,2256,6,0.9,0.78,411,5,4,1,4,4,5,5,3,0.94,0.6,0.64,0.53,mobile
7,713,3,0.87,0.62,146,1,4,3,1,2,5,4,4,0.52,0.67,0.66,0.77,cloud
19,1967,5,0.87,0.55,445,4,3,5,5,4,5,5,4,0.4,0.78,0.63,0.59,cloud
2,155,1,0.59,0.57,12,4,3,5,5,5,3,3,5,0.59,0.56,0.85,0.88,data
13,1367,6,0.94,0.7,225,2,5,2,5,4,4,4,4,0.56,0.8,0.75,0.79,backend
16,1654,5,0.89,0.61,413,1,3,4,2,5,3,3,1,0.51,0.48,0.84,0.88,data
2,321,2,0.67,0.51,-2,3,1,2,5,5,2,2,1,0.84,0.59,0.6,0.55,frontend
21,2111,7,0.73,0.82,379,1,4,4,1,5,4,4,4,0.69,0.59,0.83,0.85,data
5,682,0,0.77,0.83,103,3,5,3,1,3,4,4,3,0.49,0.89,0.65,0.71,backend
3,429,1,0.91,0.79,101,3,4,5,5,5,5,1,5,0.84,0.89,0.51,0.68,fullstack
1,100,2,0.67,0.85,68,3,5,2,5,3,3,4,5,0.68,0.94,0.73,0.75,backend
10,1120,4,0.83,0.5,173,4,4,4,5,3,5,2,4,0.9,0.81,0.69,0.77,fullstack
15,1531,4,0.73,0.82,342,3,3,3,5,3,3,3,4,0.76,0.48,0.59,0.58,frontend
12,1359,3,0.83,0.46,336,4,5,4,4,5,1,2,1,0.79,0.42,0.45,0.72,frontend
10,1194,3,0.77,0.87,195,3,4,3,4,2,5,3,3,0.68,0.71,0.6,0.5,cloud
5,613,2,0.7,0.75,183,3,3,3,2,3,3,1,5,0.46,0.71,0.49,0.84,security
15,1657,7,0.93,0.59,313,1,3,5,3,5,4,3,1,0.67,0.67,0.84,0.75,data
22,2243,6,0.65,0.79,531,5,4,5,4,5,5,2,1,0.62,0.61,0.81,0.87,data
23,2461,6,0.89,0.81,422,4,4,1,4,5,5,4,1,0.9,0.59,0.67,0.73,mobile
6,705,4,0.74,0.79,137,3,4,4,1,4,3,4,2,0.64,0.48,0.86,0.82,data
13,1361,5,0.74,0.86,352,5,3,5,3,5,4,5,3,0.44,0.8,0.61,0.79,cloud
10,959,2,0.68,0.83,224,5,5,1,4,3,5,3,3,0.74,0.57,0.59,0.62,frontend
2,199,0,0.85,0.58,22,2,3,4,5,4,3,4,3,0.56,0.64,0.93,0.75,data
19,2027,6,0.57,0.48,427,5,5,3,5,3,4,2,5,0.47,0.93,0.64,0.72,backend
24,2479,10,0.86,0.47,506,3,5,5,4,2,4,2,1,0.82,0.75,0.54,0.5,fullstack
10,1051,3,0.76,0.67,269,2,3,5,1,5,2,3,2,0.53,0.49,0.9,0.88,data
10,1179,5,0.57,0.54,181,4,4,5,4,1,5,3,4,0.86,0.78,0.41,0.6,fullstack
20,2041,8,0.81,0.5,466,5,4,3,4,1,3,5,5,0.58,0.72,0.63,0.72,security
5,597,0,0.78,0.64,107,3,4,4,4,2,3,1,4,0.56,0.65,0.66,0.74,security
11,1216,5,0.94,0.57,268,1,3,5,1,5,4,1,4,0.51,0.66,0.71,0.79,cloud
22,2153,7,0.62,0.51,536,1,3,4,3,4,2,5,5,0.59,0.67,0.6,0.82,security
6,619,3,0.69,0.57,99,5,3,3,5,1,2,3,2,0.72,0.52,0.57,0.54,frontend
21,2117,8,0.78,0.63,431,5,4,1,3,5,5,1,4,0.67,0.7,0.65,0.67,cloud
18,1772,7,0.84,0.67,402,3,3,4,5,4,2,2,5,0.68,0.48,0.95,0.77,data
21,2195,7,0.73,0.48,376,1,5,2,3,4,3,4,3,0.66,0.88,0.71,0.66,backend
23,2418,6,0.74,0.89,537,4,5,5,4,5,1,2,4,0.89,0.51,0.61,0.65,frontend
16,1711,5,0.9,0.51,277,3,4,5,5,5,4,3,1,0.83,0.72,0.47,0.7,fullstack
14,1584,6,0.81,0.63,369,1,3,4,4,4,5,2,1,0.57,0.59,0.82,0.85,data
6,552,1,0.69,0.86,118,5,3,2,3,5,3,4,1,0.94,0.57,0.46,0.64,mobile
20,2141,8,0.86,0.53,458,3,4,5,2,4,3,1,1,0.42,0.5,0.94,0.73,data
1,254,0,0.58,0.63,8,1,5,2,5,3,4,2,2,0.46,0.9,0.78,0.7,backend
16,1659,5,0.79,0.83,385,4,4,5,3,4,4,1,3,0.51,0.75,0.61,0.55,cloud
6,579,3,0.9,0.86,131,3,2,1,4,4,5,3,5,0.77,0.6,0.59,0.79,frontend
9,1074,4,0.59,0.84,186,4,5,1,2,4,4,4,3,0.48,0.86,0.72,0.62,backend
25,2493,7,0.91,0.82,549,5,4,5,3,4,4,3,4,0.52,0.87,0.74,0.59,backend
12,1392,3,0.64,0.56,210,4,5,2,1,4,3,3,3,0.45,0.85,0.78,0.63,backend
13,1421,3,0.93,0.5,338,4,3,4,4,1,4,1,3,0.59,0.71,0.6,0.61,cloud
8,766,3,0.86,0.72,172,4,1,2,5,2,4,2,4,0.71,0.43,0.63,0.59,frontend
3,383,2,0.78,0.71,32,3,1,3,4,3,2,3,5,0.83,0.53,0.46,0.6,frontend
21,2231,6,0.71,0.49,457,2,3,4,1,3,5,5,4,0.59,0.66,0.58,0.74,security
16,1674,7,0.84,0.7,405,1,4,4,2,5,1,2,3,0.48,0.57,0.89,0.75,data
11,1184,4,0.92,0.59,172,3,2,4,4,2,5,4,2,0.86,0.43,0.45,0.77,frontend
4,389,2,0.86,0.72,86,5,3,4,4,1,1,3,4,0.43,0.62,0.43,0.82,security
9,1059,3,0.73,0.66,148,2,4,4,5,5,1,3,5,0.42,0.69,0.81,0.79,data
23,2293,6,0.74,0.71,487,2,5,5,2,3,3,3,4,0.49,0.8,0.65,0.78,backend
4,546,1,0.9,0.6,157,5,4,5,5,4,5,3,5,0.58,0.49,0.83,0.86,data
21,2138,6,0.57,0.6,513,4,3,3,3,4,3,5,1,0.92,0.55,0.57,0.52,mobile
19,2078,5,0.89,0.73,438,1,4,4,3,4,1,5,5,0.67,0.54,0.9,0.9,data
8,783,2,0.62,0.61,219,5,4,4,5,4,2,1,4,0.55,0.47,0.89,0.82,data
5,603,1,0.74,0.77,71,5,2,1,4,4,3,2,5,0.87,0.48,0.42,0.66,frontend
6,737,3,0.77,0.58,74,3,4,1,4,2,1,1,3,0.77,0.73,0.66,0.76,fullstack
15,1508,7,0.57,0.48,386,5,3,4,2,5,2,3,5,0.64,0.65,0.87,0.81,data
20,1987,8,0.63,0.8,379,3,3,2,5,1,4,4,5,0.74,0.49,0.68,0.73,frontend
19,2089,7,0.85,0.83,365,3,5,5,5,4,4,3,5,0.49,0.82,0.76,0.59,backend
15,1580,7,0.84,0.7,397,5,5,2,4,3,1,4,5,0.93,0.52,0.67,0.73,mobile
25,2654,9,0.84,0.63,573,5,4,1,4,5,5,1,4,0.61,0.68,0.67,0.65,cloud
13,1383,3,0.8,0.76,260,3,4,5,5,4,2,4,1,0.82,0.41,0.61,0.6,frontend
2,284,0,0.81,0.86,120,1,5,1,4,4,4,2,5,0.44,0.86,0.64,0.64,backend
15,1698,6,0.78,0.69,266,1,4,4,1,4,1,2,3,0.42,0.61,0.91,0.71,data
24,2377,9,0.65,0.86,572,4,2,4,4,3,5,2,4,0.84,0.47,0.6,0.73,frontend
1,189,0,0.66,0.6,54,5,4,2,2,2,5,1,4,0.58,0.71,0.75,0.69,cloud
9,978,4,0.59,0.82,167,5,1,3,4,3,1,4,1,0.88,0.56,0.68,0.56,mobile
2,313,0,0.79,0.72,91,3,2,4,4,5,3,2,1,0.85,0.5,0.69,0.6,frontend
14,1374,4,0.89,0.76,309,3,4,5,3,4,3,5,3,0.52,0.62,0.87,0.81,data
8,849,1,0.55,0.83,193,1,3,4,4,4,1,2,1,0.64,0.5,0.94,0.76,data
18,1984,5,0.62,0.86,444,1,4,5,3,4,4,1,2,0.6,0.88,0.66,0.65,backend
19,2084,6,0.83,0.8,442,3,4,1,2,1,4,1,4,0.4,0.85,0.72,0.63,cloud
14,1399,4,0.72,0.84,286,1,4,4,1,5,2,1,5,0.65,0.62,0.6,0.76,security
11,1200,3,0.8,0.72,181,4,5,4,4,5,5,2,5,0.84,0.57,0.55,0.55,frontend
3,459,1,0.67,0.75,14,1,4,2,5,5,4,4,4,0.5,0.77,0.61,0.74,cloud
19,1919,6,0.88,0.87,438,3,4,2,4,5,5,5,2,0.88,0.86,0.68,0.67,fullstack
19,2012,6,0.74,0.66,418,4,5,4,4,2,5,4,4,0.84,0.57,0.66,0.51,frontend
2,313,1,0.84,0.67,29,4,4,3,5,5,1,1,4,0.48,0.74,0.45,0.84,security
10,1194,5,0.89,0.65,196,4,5,5,5,3,2,1,2,0.87,0.9,0.48,0.65,fullstack
10,1025,5,0.56,0.68,156,3,5,1,3,4,4,4,1,0.61,0.9,0.69,0.54,backend
12,1366,3,0.55,0.86,226,5,2,2,3,2,4,5,5,0.94,0.53,0.6,0.57,mobile
17,1654,4,0.79,0.55,379,4,5,4,3,1,4,4,4,0.9,0.52,0.56,0.55,mobile
9,939,4,0.9,0.66,219,5,5,2,4,2,5,5,1,0.92,0.55,0.68,0.7,mobile
22,2215,8,0.72,0.5,462,4,4,1,2,2,5,3,3,0.69,0.66,0.69,0.75,cloud
1,66,0,0.89,0.84,92,4,3,2,4,5,5,4,3,0.86,0.55,0.66,0.64,mobile
18,1952,8,0.64,0.61,407,5,4,2,4,5,5,4,3,0.81,0.56,0.68,0.64,mobile
19,1864,8,0.93,0.67,422,5,4,5,4,4,1,5,2,0.82,0.52,0.6,0.76,mobile
8,839,2,0.76,0.88,121,4,3,3,2,5,5,3,4,0.5,0.77,0.44,0.74,security
23,2251,9,0.91,0.87,477,3,5,5,5,3,3,2,3,0.67,0.85,0.78,0.77,backend
19,1937,8,0.66,0.83,453,3,5,2,4,4,4,2,2,0.86,0.71,0.7,0.76,fullstack
6,694,1,0.7,0.53,113,4,1,2,3,2,3,5,1,0.81,0.55,0.46,0.71,mobile
18,1785,8,0.62,0.59,325,1,3,4,3,5,4,1,4,0.54,0.77,0.68,0.74,security
20,2142,8,0.85,0.89,416,1,3,3,4,3,4,5,5,0.51,0.63,0.46,0.8,security
11,1206,3,0.93,0.51,224,3,4,4,4,5,2,1,3,0.86,0.82,0.45,0.63,fullstack
21,2204,7,0.57,0.5,466,5,3,3,1,4,4,1,3,0.62,0.81,0.73,0.56,cloud
3,481,2,0.8,0.52,105,1,3,5,2,4,4,1,3,0.69,0.82,0.74,0.74,cloud
24,2500,7,0.74,0.72,538,5,4,3,2,5,3,1,5,0.42,0.77,0.59,0.83,security
10,986,2,0.66,0.53,167,4,2,3,4,4,3,4,3,0.92,0.54,0.48,0.6,mobile
17,1898,7,0.89,0.5,329,4,4,5,4,3,4,4,5,0.85,0.83,0.62,0.72,fullstack
21,2273,7,0.71,0.7,452,5,1,5,4,2,3,5,5,0.9,0.59,0.61,0.55,mobile
17,1845,7,0.71,0.46,300,5,3,1,2,3,5,1,3,0.59,0.69,0.65,0.58,cloud
23,2433,8,0.62,0.65,444,4,4,4,5,3,4,1,2,0.82,0.77,0.67,0.55,fullstack
4,464,2,0.78,0.6,78,2,4,5,4,4,4,3,3,0.54,0.66,0.83,0.84,data
18,1832,5,0.83,0.79,382,1,4,5,4,2,4,2,3,0.6,0.75,0.65,0.53,cloud
8,784,2,0.74,0.82,248,4,4,4,5,5,5,5,3,0.67,0.52,0.9,0.72,data
8,992,1,0.63,0.89,193,2,3,4,1,5,4,3,4,0.66,0.78,0.64,0.78,security
19,2050,6,0.73,0.74,440,1,4,5,2,4,4,3,4,0.5,0.82,0.77,0.66,backend
13,1380,4,0.74,0.52,299,5,5,1,5,4,3,5,2,0.7,0.91,0.74,0.79,backend
10,1151,2,0.7,0.61,154,3,4,4,1,4,4,2,3,0.63,0.4,0.88,0.89,data
14,1574,3,0.75,0.48,274,5,5,5,4,4,1,2,5,0.77,0.43,0.51,0.56,frontend
15,1687,4,0.86,0.75,315,4,3,4,5,4,1,4,5,0.82,0.56,0.42,0.74,frontend
3,376,0,0.64,0.71,92,3,5,4,4,4,2,1,5,0.87,0.71,0.57,0.62,fullstack
6,713,2,0.77,0.76,110,3,5,3,5,2,2,4,4,0.82,0.88,0.56,0.64,fullstack
8,964,4,0.62,0.89,185,5,2,5,3,1,1,4,3,0.82,0.55,0.69,0.53,mobile
11,1157,5,0.86,0.5,204,3,4,5,5,1,5,4,2,0.84,0.79,0.62,0.68,fullstack
3,286,1,0.83,0.54,144,3,4,4,4,1,2,3,3,0.82,0.72,0.68,0.65,fullstack
24,2554,10,0.85,0.87,473,3,5,2,1,3,4,1,5,0.59,0.91,0.72,0.63,backend
6,660,2,0.66,0.59,172,5,4,2,4,5,4,4,5,0.94,0.53,0.61,0.51,mobile
16,1603,6,0.88,0.46,376,4,4,2,2,4,4,1,3,0.4,0.88,0.61,0.58,backend
4,353,0,0.95,0.83,153,5,3,2,3,3,1,5,4,0.82,0.46,0.6,0.56,mobile
25,2533,8,0.59,0.61,468,3,4,5,5,1,1,2,5,0.84,0.88,0.45,0.71,fullstack
2,230,1,0.6,0.75,99,5,3,5,4,4,3,5,1,0.64,0.65,0.9,0.84,data
24,2528,7,0.6,0.46,462,5,3,4,4,2,2,4,1,0.86,0.55,0.57,0.7,mobile
9,873,5,0.62,0.65,183,5,4,4,3,4,4,5,4,0.69,0.53,0.94,0.74,data
22,2369,7,0.68,0.76,475,5,4,3,4,5,5,1,4,0.67,0.78,0.64,0.76,security
15,1502,7,0.56,0.66,279,3,5,1,4,1,5,3,2,0.82,0.86,0.63,0.58,fullstack
13,1355,6,0.57,0.87,315,4,4,5,4,1,4,4,3,0.55,0.71,0.75,0.7,cloud
14,1549,6,0.85,0.57,309,3,5,2,1,3,3,1,3,0.5,0.9,0.68,0.63,backend
23,2278,7,0.94,0.56,454,5,4,1,2,4,3,1,1,0.53,0.83,0.76,0.6,backend
23,2444,9,0.79,0.67,497,5,1,5,4,5,1,5,2,0.82,0.55,0.52,0.7,mobile
3,400,0,0.75,0.58,84,4,3,1,2,3,5,5,3,0.68,0.73,0.63,0.71,cloud
15,1518,5,0.66,0.71,376,4,4,4,4,3,4,4,5,0.9,0.84,0.4,0.61,fullstack
17,1690,4,0.69,0.67,341,5,4,4,3,3,4,2,2,0.57,0.8,0.73,0.53,backend
8,812,1,0.72,0.61,138,4,5,2,5,2,1,3,2,0.92,0.54,0.51,0.68,frontend
19,1950,7,0.69,0.85,473,5,3,5,4,1,4,3,2,0.85,0.54,0.64,0.7,frontend
7,659,4,0.89,0.84,186,2,4,4,2,2,5,1,4,0.53,0.77,0.4,0.83,security
23,2405,7,0.9,0.85,482,3,4,3,5,4,3,4,2,0.53,0.84,0.78,0.7,backend
4,491,3,0.94,0.67,106,4,4,2,1,4,5,3,3,0.55,0.76,0.63,0.55,cloud
23,2333,7,0.77,0.84,437,4,1,5,5,1,5,3,2,0.94,0.58,0.41,0.58,frontend
13,1391,3,0.61,0.8,333,5,4,2,4,2,1,4,2,0.92,0.46,0.59,0.69,mobile
23,2446,6,0.57,0.6,472,4,4,3,5,5,5,4,4,0.79,0.81,0.41,0.77,fullstack
18,1955,7,0.8,0.65,452,1,3,4,5,4,1,4,1,0.56,0.53,0.81,0.72,data
11,1177,5,0.58,0.64,173,2,4,5,2,4,2,2,3,0.58,0.68,0.82,0.72,data
23,2367,6,0.72,0.61,415,3,5,2,4,4,4,5,3,0.69,0.85,0.76,0.65,backend
10,972,4,0.61,0.56,206,1,4,3,4,3,2,3,4,0.42,0.6,0.41,0.77,security
8,916,4,0.57,0.61,127,5,4,5,3,5,5,1,4,0.69,0.48,0.82,0.81,data
25,2530,8,0.94,0.52,585,4,4,1,4,4,2,5,4,0.92,0.49,0.49,0.67,mobile
4,553,2,0.67,0.57,50,3,3,5,4,5,3,3,5,0.81,0.57,0.63,0.62,frontend
22,2326,6,0.58,0.76,421,5,3,1,5,1,5,1,4,0.49,0.84,0.68,0.73,cloud
25,2458,9,0.77,0.87,590,3,5,5,4,5,1,5,3,0.76,0.84,0.65,0.71,fullstack
7,754,3,0.71,0.77,199,5,5,1,4,4,1,2,4,0.74,0.58,0.56,0.56,frontend
15,1542,5,0.95,0.77,395,5,3,5,3,4,2,4,1,0.5,0.55,0.83,0.83,data
2,208,1,0.56,0.87,17,2,4,3,5,5,4,3,4,0.57,0.65,0.63,0.72,security
8,788,3,0.72,0.72,115,4,3,4,5,5,3,1,4,0.6,0.44,0.85,0.83,data
16,1660,6,0.69,0.81,401,4,3,3,4,3,2,5,5,0.86,0.52,0.68,0.57,mobile
5,679,3,0.59,0.8,171,1,3,4,2,2,4,5,3,0.61,0.7,0.62,0.63,cloud
7,651,2,0.84,0.57,126,5,4,4,3,3,4,5,4,0.85,0.51,0.58,0.56,mobile
19,2066,7,0.81,0.74,344,4,3,3,4,5,4,2,4,0.66,0.75,0.6,0.62,cloud
14,1426,5,0.61,0.82,249,5,4,4,4,4,1,3,5,0.52,0.53,0.82,0.9,data
22,2214,8,0.6,0.8,409,3,4,3,5,4,4,3,4,0.83,0.79,0.52,0.67,fullstack
24,2472,7,0.68,0.65,502,4,2,1,3,3,3,5,4,0.86,0.51,0.54,0.58,mobile
9,879,3,0.78,0.61,144,1,3,4,4,5,5,2,2,0.65,0.48,0.93,0.84,data
24,2484,7,0.6,0.67,543,5,5,2,2,4,3,2,3,0.51,0.77,0.71,0.56,backend
25,2621,10,0.72,0.74,492,1,4,3,1,4,2,4,4,0.43,0.78,0.45,0.73,security
11,1290,4,0.92,0.53,287,2,3,3,2,2,4,1,4,0.46,0.78,0.65,0.6,cloud
24,2525,9,0.9,0.79,447,4,3,1,3,3,5,2,3,0.68,0.68,0.75,0.65,cloud
13,1361,4,0.65,0.5,301,4,5,1,5,3,1,1,4,0.77,0.8,0.49,0.79,fullstack
1,254,0,0.58,0.86,120,2,5,4,4,4,4,2,1,0.64,0.94,0.67,0.71,backend
4,592,2,0.75,0.78,116,3,4,4,4,1,4,3,2,0.85,0.72,0.48,0.5,fullstack
24,2372,7,0.55,0.47,454,4,3,4,1,5,3,4,3,0.42,0.7,0.81,0.81,data
15,1609,4,0.9,0.76,344,1,5,3,3,3,4,5,2,0.64,0.93,0.62,0.59,backend
8,994,4,0.84,0.88,181,4,5,1,4,1,2,2,4,0.85,0.52,0.46,0.58,frontend
11,1050,5,0.74,0.49,204,3,5,2,4,4,1,3,2,0.76,0.9,0.42,0.6,fullstack
20,2105,7,0.65,0.48,388,3,5,2,5,2,2,4,5,0.83,0.81,0.5,0.76,fullstack
25,2484,9,0.92,0.6,494,4,3,3,3,5,4,3,4,0.54,0.81,0.62,0.62,cloud
8,784,2,0.57,0.71,122,1,3,5,1,4,3,2,2,0.55,0.48,0.81,0.87,data
21,2122,8,0.72,0.69,425,5,4,4,1,4,2,2,5,0.43,0.78,0.64,0.73,security
2,359,0,0.95,0.79,15,5,4,1,4,4,4,4,2,0.92,0.48,0.46,0.56,mobile
4,550,3,0.86,0.6,68,5,3,5,1,5,1,1,1,0.44,0.53,0.93,0.83,data
21,2219,7,0.7,0.67,494,3,5,5,5,5,2,4,1,0.84,0.76,0.64,0.77,fullstack
16,1692,7,0.89,0.48,302,5,3,3,4,5,3,3,4,0.48,0.68,0.44,0.82,security
13,1354,3,0.91,0.81,338,5,2,1,3,1,4,4,2,0.94,0.6,0.6,0.77,mobile
13,1317,5,0.68,0.88,295,4,4,3,1,1,3,3,4,0.57,0.66,0.6,0.76,security
10,1029,4,0.7,0.85,286,4,4,4,3,5,5,4,4,0.55,0.64,0.59,0.72,security
3,487,1,0.78,0.87,106,4,5,5,4,4,3,4,4,0.9,0.88,0.42,0.52,fullstack
25,2648,8,0.76,0.78,515,4,1,5,5,1,5,4,1,0.79,0.41,0.51,0.75,frontend
21,2254,6,0.59,0.54,434,4,1,4,4,2,5,4,1,0.89,0.57,0.7,0.64,mobile
11,1145,2,0.93,0.8,250,4,3,4,5,1,5,1,4,0.64,0.72,0.41,0.74,security
20,2018,7,0.77,0.69,496,5,3,4,4,3,3,3,4,0.59,0.8,0.51,0.77,security
11,1051,5,0.92,0.77,172,4,3,4,4,2,2,4,2,0.93,0.51,0.42,0.68,mobile
11,1177,2,0.57,0.66,254,4,4,2,4,4,4,5,2,0.76,0.8,0.47,0.56,fullstack
22,2207,7,0.93,0.51,537,4,5,3,3,1,2,5,5,0.94,0.54,0.6,0.64,mobile
17,1757,5,0.74,0.72,291,2,4,2,5,1,5,3,4,0.63,0.72,0.65,0.58,cloud
19,2041,8,0.76,0.48,346,4,5,2,4,3,2,4,2,0.88,0.81,0.62,0.67,fullstack
7,664,2,0.57,0.86,157,1,3,4,4,5,2,2,4,0.69,0.59,0.92,0.86,data
20,2034,8,0.59,0.72,371,3,5,5,4,3,3,5,4,0.4,0.94,0.7,0.74,backend
4,400,2,0.79,0.56,127,3,2,3,4,2,4,3,5,0.72,0.54,0.51,0.64,frontend
19,2087,5,0.83,0.46,430,1,4,2,1,3,3,2,3,0.67,0.79,0.74,0.52,backend
8,841,1,0.59,0.7,176,1,4,5,4,3,4,4,2,0.64,0.84,0.68,0.62,backend
25,2564,9,0.57,0.5,579,2,4,4,4,2,1,2,4,0.47,0.64,0.51,0.83,security
16,1787,6,0.93,0.62,407,4,4,1,4,2,4,3,5,0.79,0.84,0.67,0.73,fullstack
10,1194,5,0.92,0.64,153,4,3,3,3,4,2,2,4,0.47,0.69,0.56,0.77,security
9,1087,3,0.8,0.48,267,1,3,5,3,4,4,3,4,0.63,0.84,0.6,0.53,cloud
6,747,1,0.57,0.6,158,4,4,5,4,2,4,2,2,0.87,0.47,0.49,0.57,frontend
18,1964,6,0.72,0.5,397,3,4,5,1,4,4,3,5,0.61,0.83,0.69,0.62,backend
13,1271,6,0.7,0.47,338,1,4,3,4,4,4,4,5,0.67,0.9,0.73,0.71,backend
19,2057,8,0.72,0.71,412,3,3,4,4,2,4,2,5,0.8,0.52,0.63,0.6,frontend
1,88,0,0.7,0.69,33,5,4,4,3,4,4,3,4,0.65,0.6,0.62,0.71,security
5,586,1,0.87,0.78,121,2,3,5,5,4,1,2,5,0.43,0.48,0.86,0.71,data
10,1150,3,0.88,0.68,292,3,5,4,5,1,1,5,2,0.87,0.79,0.48,0.72,fullstack
21,2059,6,0.75,0.66,411,4,4,4,2,5,2,2,3,0.59,0.47,0.84,0.87,data
16,1685,6,0.59,0.75,393,4,2,3,3,1,3,5,4,0.93,0.58,0.62,0.72,mobile
15,1649,7,0.82,0.78,255,4,4,1,1,3,4,4,5,0.4,0.77,0.75,0.78,backend
19,1953,6,0.86,0.77,477,3,3,4,4,5,5,3,4,0.58,0.47,0.87,0.76,data
15,1634,7,0.75,0.68,388,5,3,5,4,1,2,4,5,0.82,0.5,0.58,0.7,mobile
1,170,0,0.57,0.58,60,1,4,5,3,5,3,1,2,0.45,0.46,0.86,0.79,data
9,881,5,0.93,0.73,247,4,4,3,4,1,4,5,4,0.84,0.74,0.59,0.63,fullstack
2,190,0,0.62,0.48,79,5,4,5,3,2,4,4,1,0.94,0.46,0.4,0.52,mobile
12,1227,4,0.74,0.68,238,3,4,4,4,2,5,5,5,0.68,0.69,0.45,0.77,security
13,1388,3,0.59,0.79,259,5,5,4,4,5,4,5,5,0.91,0.57,0.46,0.65,mobile
10,1090,5,0.59,0.61,252,3,4,2,4,1,3,3,5,0.79,0.55,0.42,0.51,frontend
25,2509,8,0.72,0.86,575,3,3,5,4,1,5,3,4,0.55,0.83,0.63,0.71,cloud
8,974,3,0.75,0.73,228,5,2,2,4,5,1,2,5,0.84,0.59,0.65,0.73,frontend
15,1607,5,0.9,0.81,302,1,4,2,4,4,4,2,3,0.66,0.86,0.68,0.65,backend
5,563,1,0.7,0.78,127,2,3,4,2,5,5,4,4,0.58,0.46,0.91,0.72,data
4,441,2,0.94,0.78,60,3,3,4,1,4,1,3,1,0.45,0.57,0.82,0.79,data
22,2355,7,0.81,0.53,416,1,4,2,3,3,4,3,3,0.59,0.81,0.7,0.79,backend
4,392,1,0.88,0.49,68,3,4,4,5,1,3,5,4,0.48,0.73,0.47,0.84,security
18,1903,6,0.78,0.61,427,2,5,2,3,4,4,3,4,0.62,0.94,0.63,0.68,backend
21,2298,9,0.64,0.89,513,1,4,4,3,1,4,4,4,0.61,0.67,0.69,0.75,cloud
